"","HAULJOIN","CRUISE","VESSEL","HAUL","GIS_STATION","SPECIES_CODE","SEX","LENGTH","WIDTH","SHELL_CONDITION","EGG_COLOR","EGG_CONDITION","CLUTCH_SIZE","WEIGHT","CHELA_HEIGHT","COMMENTS","YEAR","log10.length","log10.weight","log.length","log.weight","Cooks_D","SC"
"2702",-11679,200601,88,191,"I-08",69322,1,125.1,NA,2,NA,NA,NA,1646,35.8,NA,"2006",2.09725730969342,3.21642983087625,4.82911341747287,7.40610338123702,0.000157876255744977,"NS"
"2704",-11694,200601,88,206,"E-12",69322,1,125.2,NA,2,NA,NA,NA,1438,35.8,NA,"2006",2.09760432887441,3.15775888604686,4.829912458666,7.27100853828099,0.000248785305877035,"NS"
"2705",-6158,201001,162,39,"H-07",69322,1,125.2,NA,2,NA,NA,NA,1438,NA,NA,"2010",2.09760432887441,3.15775888604686,4.829912458666,7.27100853828099,0.000248785305877035,"NS"
"2708",-9069,201201,89,23,"F-10",69322,1,125.3,NA,2,NA,NA,NA,1634,NA,NA,"2012",2.09795107099415,3.2132520521964,4.83071086190202,7.39878627541995,0.000101025696978043,"NS"
"2709",-18739,201901,94,19,"F-11",69322,1,125.3,NA,2,NA,NA,NA,1732,NA,NA,"2019",2.09795107099415,3.23854788768133,4.83071086190202,7.45703208912238,0.000486893530115664,"NS"
"2711",-2842,200701,89,46,"K-07",69322,1,125.4,NA,2,NA,NA,NA,1330,NA,NA,"2007",2.0982975364947,3.12385164096709,4.83150862819882,7.1929342212158,0.00108648993137585,"NS"
"2715",-5703,200901,88,210,"F-11",69322,1,125.5,NA,2,NA,NA,NA,1524,NA,NA,"2009",2.09864372581706,3.18298496700358,4.83230575857184,7.32909373624659,2.87991865256583e-05,"NS"
"2718",-6375,201001,89,16,"I-12",69322,1,125.6,NA,2,NA,NA,NA,1446,NA,NA,"2010",2.09898963940118,3.16016829295851,4.8331022540341,7.27655640271871,0.000280950868607122,"NS"
"2719",-18995,201901,162,54,"I-06",69322,1,125.6,NA,2,NA,NA,NA,1626,NA,NA,"2019",2.09898963940118,3.21112054125805,4.8331022540341,7.39387829010776,5.65350731214714e-05,"NS"
"2724",-6151,201001,162,32,"C-09",69322,1,125.7,NA,2,NA,NA,NA,1728,NA,NA,"2010",2.09933527768596,3.23754373814287,4.8338981155962,7.454719949364,0.000384813950837279,"NS"
"2734",1063396,200101,89,13,"F-13",69322,1,126,NA,2,NA,NA,NA,1402,NA,NA,"2001",2.10037054511756,3.14674801363064,4.83628190695148,7.24565506759454,0.000641661332024804,"NS"
"2737",1063188,200101,88,23,"H-10",69322,1,126,NA,2,NA,NA,NA,1610,NA,NA,"2001",2.10037054511756,3.20682587603185,4.83628190695148,7.38398945797851,1.17454406203085e-05,"NS"
"2741",-8482,201201,162,11,"F-13",69322,1,126,NA,2,NA,NA,NA,1738,NA,NA,"2012",2.10037054511756,3.24004977211265,4.83628190695148,7.46049030582534,0.000373681623246726,"NS"
"2744",-5692,200901,88,199,"H-10",69322,1,126.1,NA,2,NA,NA,NA,1556,NA,NA,"2009",2.10071508657308,3.19200959265367,4.83707524297087,7.34987370473834,1.75253887243094e-05,"NS"
"2746",-9872,201301,89,11,"E-12",69322,1,126.1,NA,2,NA,NA,NA,1654,NA,NA,"2013",2.10071508657308,3.21853550521653,4.83707524297087,7.41095187558364,7.26856822083565e-05,"NS"
"2747",-17337,201701,94,227,"H-13",69322,1,126.1,NA,2,NA,NA,NA,1672,42.7,NA,"2017",2.10071508657308,3.223236273103,4.83707524297087,7.42177579364465,0.000116172245598243,"NS"
"2749",-6137,201001,162,18,"I-11",69322,1,126.2,NA,2,NA,NA,NA,1464,NA,NA,"2010",2.10105935490812,3.16554107672237,4.83786795010711,7.28892769452126,0.000303012295894159,"NS"
"2751",-18743,201901,94,23,"J-11",69322,1,126.2,NA,2,NA,NA,NA,1620,NA,NA,"2019",2.10105935490812,3.20951501454263,4.83786795010711,7.39018142822643,1.36184324518904e-05,"NS"
"2752",-11708,200601,88,220,"H-08",69322,1,126.2,NA,2,NA,NA,NA,1638,37.6,NA,"2006",2.10105935490812,3.2143138974244,4.83786795010711,7.40123126441302,3.59124128034428e-05,"NS"
"2753",-11286,200601,134,34,"G-07",69322,1,126.2,NA,2,NA,NA,NA,1710,NA,NA,"2006",2.10105935490812,3.23299611039215,4.83786795010711,7.44424864949671,0.000223680198708164,"NS"
"2755",-11267,200601,134,15,"H-11",69322,1,126.3,NA,2,NA,NA,NA,1350,NA,NA,"2006",2.10140335055533,3.13033376849501,4.83866002935645,7.20785987143248,0.00121491183485407,"NS"
"2759",-13934,201501,162,16,"G-12",69322,1,126.3,NA,2,NA,NA,NA,1678,NA,NA,"2015",2.10140335055533,3.22479195649268,4.83866002935645,7.42535788702715,0.000110566266608098,"NS"
"2763",-6139,201001,162,20,"J-10",69322,1,126.4,NA,2,NA,NA,NA,1630,NA,NA,"2010",2.10174707394637,3.21218760440396,4.83945148171276,7.39633529380081,1.55900172077423e-05,"NS"
"2766",-9278,201201,162,224,"F-13",69322,1,126.5,NA,2,NA,NA,NA,1450,NA,NA,"2012",2.10209052551184,3.16136800223497,4.84024230816757,7.27931883541462,0.000442309924437496,"NS"
"2768",-9375,201201,162,231,"F-12",69322,1,126.5,NA,2,NA,NA,NA,1676,NA,NA,"2012",2.10209052551184,3.22427401429426,4.84024230816757,7.42416528104203,8.56373835388071e-05,"NS"
"2769",-6135,201001,162,16,"G-11",69322,1,126.5,NA,2,NA,NA,NA,1796,NA,NA,"2010",2.10209052551184,3.25430633233129,4.84024230816757,7.49331724886215,0.000562291329652477,"NS"
"2771",-18864,201901,94,36,"E-08",69322,1,126.6,NA,2,NA,NA,NA,1546,NA,NA,"2019",2.10243370568134,3.18920948958231,4.84103250971008,7.34342622914737,6.64896137695928e-05,"NS"
"2774",-4816,200901,88,11,"F-13",69322,1,126.7,NA,2,NA,NA,NA,1622,NA,NA,"2009",2.10277661488344,3.21005084987514,4.84182208732709,7.39141523467536,1.89166431958307e-06,"NS"
"2776",-17335,201701,94,225,"G-12",69322,1,126.7,NA,2,NA,NA,NA,1758,41.5,NA,"2017",2.10277661488344,3.24501887073775,4.84182208732709,7.47193207824512,0.000333044618599522,"NS"
"2792",-17334,201701,94,224,"F-12",69322,1,127,NA,2,NA,NA,NA,1528,36.1,NA,"2017",2.10380372095596,3.18412335423967,4.84418708645859,7.33171496972647,0.000162131920273599,"NS"
"2794",-4428,200801,88,194,"J-13",69322,1,127,NA,2,NA,NA,NA,1554,37.4,NA,"2008",2.10380372095596,3.1914510144649,4.84418708645859,7.34858753092759,8.43562391943433e-05,"NS"
"2797",1063400,200101,89,17,"J-13",69322,1,127,NA,2,NA,NA,NA,1708,NA,NA,"2001",2.10380372095596,3.23248786635299,4.84418708645859,7.44307837434852,0.000114237499463297,"NS"
"2806",-11685,200601,88,197,"J-12",69322,1,127.2,NA,2,NA,NA,NA,1694,36.8,NA,"2006",2.1044871113124,3.22891340599469,4.84576065090602,7.434847875212,6.30395830261965e-05,"NS"
"2809",-17333,201701,94,223,"F-11",69322,1,127.3,NA,2,NA,NA,NA,1602,38.3,NA,"2017",2.10482840365366,3.20466251174822,4.84654650556336,7.3790081276283,1.89754989890672e-05,"NS"
"2810",-6138,201001,162,19,"I-10",69322,1,127.3,NA,2,NA,NA,NA,1632,NA,NA,"2010",2.10482840365366,3.21272015441784,4.84654650556336,7.39756153552405,1.93664109104661e-07,"NS"
"2812",-11693,200601,88,205,"F-12",69322,1,127.3,NA,2,NA,NA,NA,1704,37.6,NA,"2006",2.10482840365366,3.23146959043068,4.84654650556336,7.44073370738926,7.52062546082183e-05,"NS"
"2815",-4423,200801,88,189,"I-09",69322,1,127.4,NA,2,NA,NA,NA,1454,40.3,NA,"2008",2.10516942799933,3.16256440652302,4.84733174313806,7.28207365809346,0.000643393032307277,"NS"
"2824",-9062,201201,89,16,"G-12",69322,1,127.5,NA,2,NA,NA,NA,1582,NA,NA,"2012",2.10551018476997,3.19920647916166,4.84811636459848,7.3664451483276,6.50389468291617e-05,"NS"
"2825",-6384,201001,89,25,"D-10",69322,1,127.5,NA,2,NA,NA,NA,1618,NA,NA,"2010",2.10551018476997,3.20897851727625,4.84811636459848,7.38894609761844,1.09165744891017e-05,"NS"
"2826",-14127,201501,94,27,"D-10",69322,1,127.5,NA,2,NA,NA,NA,1782,NA,NA,"2015",2.10551018476997,3.25090769970086,4.84811636459848,7.48549160803075,0.000293184703264287,"NS"
"2830",-9280,201201,162,226,"H-13",69322,1,127.6,NA,2,NA,NA,NA,1606,NA,NA,"2012",2.10585067438514,3.20574554094266,4.84890037091069,7.38150189450671,2.92139588840339e-05,"NS"
"2837",-5700,200901,88,207,"G-12",69322,1,127.8,NA,2,NA,NA,NA,1590,NA,NA,"2009",2.10653085382238,3.20139712432045,4.85046654194343,7.37148929521428,7.37145831724758e-05,"NS"
"2838",-2881,200701,88,23,"F-14",69322,1,127.8,NA,2,NA,NA,NA,1628,35,NA,"2007",2.10653085382238,3.21165440055318,4.85046654194343,7.39510754656249,1.27481039856515e-05,"NS"
"2847",1010917,200001,88,27,"D-10",69322,1,128,NA,2,NA,NA,NA,1568,NA,NA,"2000",2.10720996964787,3.19534605834842,4.85203026391962,7.35755620091035,0.000159138677633254,"NS"
"2848",1063408,200101,89,25,"G-11",69322,1,128,NA,2,NA,NA,NA,1610,NA,NA,"2001",2.10720996964787,3.20682587603185,4.85203026391962,7.38398945797851,4.88353004420815e-05,"NS"
"2849",-11260,200601,134,8,"I-13",69322,1,128,NA,2,NA,NA,NA,1658,NA,NA,"2006",2.10720996964787,3.21958452621425,4.85203026391962,7.41336733569524,5.39664360941959e-07,"NS"
"2858",-11279,200601,134,27,"E-09",69322,1,128.1,NA,2,NA,NA,NA,1684,NA,NA,"2006",2.10754912974469,3.22634208716363,4.85281120890269,7.42892719480227,4.24174799468158e-06,"NS"
"2865",-4844,200901,88,39,"I-08",69322,1,128.2,NA,2,NA,NA,NA,1666,NA,NA,"2009",2.1078880251828,3.22167499707077,4.85359154448657,7.41818082272679,5.66325422488504e-07,"NS"
"2866",-9758,201301,162,14,"H-12",69322,1,128.2,NA,2,NA,NA,NA,1686,43.5,NA,"2013",2.1078880251828,3.22685757028872,4.85359154448657,7.4301141385618,3.21823669426786e-06,"NS"
"2867",-6373,201001,89,14,"G-12",69322,1,128.2,NA,2,NA,NA,NA,1714,NA,NA,"2010",2.1078880251828,3.23401081758718,4.85359154448657,7.44658509915773,2.8182700679936e-05,"NS"
"2868",-5691,200901,88,198,"G-10",69322,1,128.2,NA,2,NA,NA,NA,1776,NA,NA,"2009",2.1078880251828,3.24944296144258,4.85359154448657,7.48211892355212,0.000166188721810745,"NS"
"2869",-18750,201901,94,30,"G-09",69322,1,128.2,NA,2,NA,NA,NA,1890,NA,NA,"2019",2.1078880251828,3.27646180417324,4.85359154448657,7.54433210805369,0.000684727652566902,"NS"
"2876",-16364,201701,94,27,"G-10",69322,1,128.3,NA,2,NA,NA,NA,1660,NA,NA,"2017",2.10822665637493,3.22010808804005,4.85437127162159,7.41457288135059,4.18619649720481e-06,"NS"
"2880",-11685,200601,88,197,"J-12",69322,1,128.4,NA,2,NA,NA,NA,1606,37.5,NA,"2006",2.10856502373283,3.20574554094266,4.85515039125586,7.38150189450671,9.30288243934847e-05,"NS"
"2884",-11691,200601,88,203,"G-13",69322,1,128.5,NA,2,NA,NA,NA,1748,37.3,NA,"2006",2.10890312766731,3.24254142829838,4.85592890433527,7.46622755621548,6.34904144779754e-05,"NS"
"2885",-18880,201901,94,43,"J-08",69322,1,128.5,NA,2,NA,NA,NA,1810,NA,NA,"2019",2.10890312766731,3.25767857486918,4.85592890433527,7.50108212425987,0.000238196079975357,"NS"
"2886",-11276,200601,134,24,"G-09",69322,1,128.5,NA,2,NA,NA,NA,1952,NA,NA,"2006",2.10890312766731,3.29047981333067,4.85592890433527,7.57660976697304,0.000999249052725343,"NS"
"2894",-17328,201701,94,218,"D-09",69322,1,128.6,NA,2,NA,NA,NA,1858,38.6,NA,"2017",2.1092409685882,3.26904570965762,4.85670681180352,7.52725591937378,0.000422043543076691,"NS"
"2898",-9273,201201,162,219,"I-13",69322,1,128.8,NA,2,NA,NA,NA,1424,NA,NA,"2012",2.10991586302379,3.15350998930084,4.85826081367025,7.26122509197192,0.00141729156230629,"NS"
"2902",-6135,201001,162,16,"G-11",69322,1,128.8,NA,2,NA,NA,NA,1590,NA,NA,"2010",2.10991586302379,3.20139712432045,4.85826081367025,7.37148929521428,0.000194333442603289,"NS"
"2905",-18766,201901,162,14,"J-12",69322,1,128.9,NA,2,NA,NA,NA,1586,NA,NA,"2019",2.1102529173534,3.20030318298158,4.85903690994514,7.36897040219479,0.000225701305217849,"NS"
"2906",-8488,201201,162,17,"I-11",69322,1,128.9,NA,2,NA,NA,NA,1598,NA,NA,"2012",2.1102529173534,3.20357677497797,4.85903690994514,7.37650812632622,0.000179579216375084,"NS"
"2908",-7506,201101,89,15,"G-11",69322,1,128.9,NA,2,NA,NA,NA,1710,NA,NA,"2011",2.1102529173534,3.23299611039215,4.85903690994514,7.44424864949671,1.39652690438915e-06,"NS"
"2909",-18743,201901,94,23,"J-11",69322,1,128.9,NA,2,NA,NA,NA,1802,NA,NA,"2019",2.1102529173534,3.25575478664304,4.85903690994514,7.49665243816828,0.00015531843193339,"NS"
"2915",1010684,200001,89,8,"G-14",69322,1,129,NA,2,NA,NA,NA,1768,NA,NA,"2000",2.11058971029925,3.24748226067705,4.85981240436167,7.47760424319759,6.16124076405074e-05,"NS"
"2916",-18983,201901,162,42,"H-07",69322,1,129,NA,2,NA,NA,NA,1804,NA,NA,"2019",2.11058971029925,3.25623653320592,4.85981240436167,7.49776170062257,0.000148696967547755,"NS"
"2917",1010917,200001,88,27,"D-10",69322,1,129,NA,2,NA,NA,NA,1886,NA,NA,"2000",2.11058971029925,3.27554168840131,4.85981240436167,7.5422134631934,0.000474166307856335,"NS"
"2918",-13936,201501,162,18,"I-12",69322,1,129,NA,2,NA,NA,NA,1890,NA,NA,"2015",2.11058971029925,3.27646180417324,4.85981240436167,7.54433210805369,0.000494262586104678,"NS"
"2924",-13933,201501,162,15,"E-11",69322,1,129.1,NA,2,NA,NA,NA,1934,NA,NA,"2015",2.11092624226642,3.28645646974698,4.8605872978526,7.56734567601324,0.000713064251095242,"NS"
"2925",-9888,201301,89,27,"E-09",69322,1,129.1,NA,2,NA,NA,NA,1980,NA,NA,"2013",2.11092624226642,3.29666519026153,4.8605872978526,7.59085212368858,0.00100973481933353,"NS"
"2930",-18733,201901,94,13,"F-14",69322,1,129.2,NA,2,NA,NA,NA,1620,NA,NA,"2019",2.11126251365907,3.20951501454263,4.8613615913485,7.39018142822643,0.000145689684777999,"NS"
"2936",-17328,201701,94,218,"D-09",69322,1,129.4,NA,2,NA,NA,NA,1602,34.8,NA,"2017",2.11193427633268,3.20466251174822,4.8629083820668,7.3790081276283,0.000242457646252265,"NS"
"2938",-13974,201501,162,30,"D-08",69322,1,129.4,NA,2,NA,NA,NA,1878,NA,NA,"2015",2.11193427633268,3.27369558793009,4.8629083820668,7.53796265976821,0.000355904427669088,"NS"
"2939",-9868,201301,89,7,"J-13",69322,1,129.4,NA,2,NA,NA,NA,1912,NA,NA,"2013",2.11193427633268,3.28148788794008,4.8629083820668,7.55590509361135,0.000517678202442233,"NS"
"2944",-7532,201101,89,41,"K-07",69322,1,129.5,NA,2,NA,NA,NA,1556,NA,NA,"2011",2.11226976841727,3.19200959265367,4.86368088113959,7.34987370473834,0.000503359161731595,"NS"
"2946",-14033,201501,162,45,"I-07",69322,1,129.5,NA,2,NA,NA,NA,1892,NA,NA,"2015",2.11226976841727,3.27692113206577,4.86368088113959,7.54538974961182,0.000399041054948452,"NS"
"2947",-4818,200901,88,13,"G-12",69322,1,129.6,NA,2,NA,NA,NA,1482,NA,NA,"2009",2.11260500153457,3.17084820364331,4.86445278391817,7.30114780585603,0.00112713716379989,"NS"
"2951",-11707,200601,88,219,"H-09",69322,1,129.6,NA,2,NA,NA,NA,1648,37.7,NA,"2006",2.11260500153457,3.2169572073611,4.86445278391817,7.40731771046942,0.000110515992143453,"NS"
"2953",-6374,201001,89,15,"H-12",69322,1,129.6,NA,2,NA,NA,NA,1762,NA,NA,"2010",2.11260500153457,3.24600590407603,4.86445278391817,7.47420480649612,1.61224941756584e-05,"NS"
"2957",-6141,201001,162,22,"J-11",69322,1,129.7,NA,2,NA,NA,NA,1668,NA,NA,"2010",2.11293997608408,3.22219604630172,4.8652240913224,7.41938058291869,7.10320914662368e-05,"NS"
"2958",-2899,200701,88,41,"D-10",69322,1,129.7,NA,2,NA,NA,NA,1676,43,NA,"2007",2.11293997608408,3.22427401429426,4.8652240913224,7.42416528104203,5.45747376670516e-05,"NS"
"2960",-6367,201001,89,8,"I-14",69322,1,129.8,NA,2,NA,NA,NA,1690,NA,NA,"2010",2.11327469246435,3.22788670461367,4.86599480426999,7.43248380791712,3.7345743707305e-05,"NS"
"2962",-9061,201201,89,15,"H-12",69322,1,129.9,NA,2,NA,NA,NA,1646,NA,NA,"2012",2.11360915107303,3.21642983087625,4.86676492367655,7.40610338123702,0.00015368540647176,"NS"
"2964",-2830,200701,89,34,"C-09",69322,1,129.9,NA,2,NA,NA,NA,1692,NA,NA,"2007",2.11360915107303,3.228400358703,4.86676492367655,7.43366654016617,4.07935280290424e-05,"NS"
"2965",-13966,201501,94,9,"I-13",69322,1,129.9,NA,2,NA,NA,NA,1724,NA,NA,"2015",2.11360915107303,3.23653726148869,4.86676492367655,7.45240245122364,5.29786086310557e-06,"NS"
"2973",-7506,201101,89,15,"G-11",69322,1,130,NA,2,NA,NA,NA,1662,NA,NA,"2011",2.11394335230684,3.22063101944809,4.86753445045558,7.41577697541539,0.000117228128728551,"NS"
"2974",1010917,200001,88,27,"D-10",69322,1,130,NA,2,NA,NA,NA,1678,NA,NA,"2000",2.11394335230684,3.22479195649268,4.86753445045558,7.42535788702715,7.63073426332946e-05,"NS"
"2975",-7501,201101,89,9,"H-13",69322,1,130,NA,2,NA,NA,NA,1688,NA,NA,"2011",2.11394335230684,3.22737244228964,4.86753445045558,7.4312996751559,5.53260074028837e-05,"NS"
"2977",-2905,200701,88,47,"H-08",69322,1,130,NA,2,NA,NA,NA,1710,39.2,NA,"2007",2.11394335230684,3.23299611039215,4.86753445045558,7.44424864949671,2.12614560396636e-05,"NS"
"2979",-9058,201201,89,12,"J-12",69322,1,130,NA,2,NA,NA,NA,1794,NA,NA,"2012",2.11394335230684,3.25382243870807,4.86753445045558,7.49220304261874,3.43255192316256e-05,"NS"
"2981",1010702,200001,89,26,"F-10",69322,1,130,NA,2,NA,NA,NA,1818,NA,NA,"2000",2.11394335230684,3.25959387888595,4.86753445045558,7.50549227473742,7.6741405699709e-05,"NS"
"2985",1010684,200001,89,8,"G-14",69322,1,130,NA,2,NA,NA,NA,1888,NA,NA,"2000",2.11394335230684,3.27600198996205,4.86753445045558,7.54327334670545,0.000289302810396034,"NS"
"2986",1063205,200101,88,40,"F-08",69322,1,130,NA,2,NA,NA,NA,1954,NA,NA,"2001",2.11394335230684,3.29092455938275,4.86753445045558,7.57763383260273,0.000600778282291713,"NS"
"2989",-11298,200601,134,46,"I-05",69322,1,130,NA,2,NA,NA,NA,2058,NA,NA,"2006",2.11394335230684,3.31344537042641,4.86753445045558,7.62948991639399,0.00128396393218636,"NS"
"2992",-4819,200901,88,14,"H-12",69322,1,130.1,NA,2,NA,NA,NA,1826,NA,NA,"2009",2.11427729656159,3.26150077319828,4.86830338551846,7.50988306115491,8.47344275868842e-05,"NS"
"2993",-13952,201501,94,25,"E-09",69322,1,130.1,NA,2,NA,NA,NA,1836,NA,NA,"2015",2.11427729656159,3.26387267686522,4.86830338551846,7.51534457118044,0.00010814103233546,"NS"
"3000",-2826,200701,89,30,"J-09",69322,1,130.2,NA,2,NA,NA,NA,1724,NA,NA,"2007",2.11461098423217,3.23653726148869,4.86907172977447,7.45240245122364,1.51472171939091e-05,"NS"
"3002",-4837,200901,88,32,"E-09",69322,1,130.3,NA,2,NA,NA,NA,1782,NA,NA,"2009",2.11494441571258,3.25090769970086,4.8698394841308,7.48549160803075,8.00133516486794e-06,"NS"
"3003",-16358,201701,94,21,"J-11",69322,1,130.3,NA,2,NA,NA,NA,1820,NA,NA,"2017",2.11494441571258,3.26007138798507,4.8698394841308,7.50659178007084,5.5554810132677e-05,"NS"
"3004",-6136,201001,162,17,"H-11",69322,1,130.3,NA,2,NA,NA,NA,1942,NA,NA,"2010",2.11494441571258,3.28824922557199,4.8698394841308,7.57147364885127,0.000469790862659562,"NS"
"3011",-9809,201301,162,16,"J-12",69322,1,130.4,NA,2,NA,NA,NA,1814,43.9,NA,"2013",2.1152775913959,3.25863728272408,4.87060664949255,7.50328963067508,3.85804697970506e-05,"NS"
"3014",-2822,200701,89,26,"J-11",69322,1,130.5,NA,2,NA,NA,NA,1670,NA,NA,"2007",2.1156105116743,3.22271647114758,4.87137322676275,7.4205789054108,0.00015586721408917,"NS"
"3015",-7507,201101,89,16,"H-11",69322,1,130.5,NA,2,NA,NA,NA,1734,NA,NA,"2011",2.1156105116743,3.23904909314019,4.87137322676275,7.45818615734049,1.78088343876824e-05,"NS"
"3016",-7597,201101,162,33,"B-08",69322,1,130.5,NA,2,NA,NA,NA,1740,NA,NA,"2011",2.1156105116743,3.2405492482826,4.87137322676275,7.46164039220858,1.1978129795197e-05,"NS"
"3018",-6136,201001,162,17,"H-11",69322,1,130.6,NA,2,NA,NA,NA,1680,NA,NA,"2010",2.11594317693906,3.22530928172586,4.87213921684233,7.4265490723973,0.000137246203312221,"NS"
"3020",-11691,200601,88,203,"G-13",69322,1,130.6,NA,2,NA,NA,NA,1852,39.2,NA,"2006",2.11594317693906,3.26764098234592,4.87213921684233,7.52402141520612,9.4744791448515e-05,"NS"
"3021",-9107,201201,89,40,"H-08",69322,1,130.6,NA,2,NA,NA,NA,1870,NA,NA,"2012",2.11594317693906,3.2718416065365,4.87213921684233,7.53369370984863,0.000140709266229961,"NS"
"3025",-13942,201501,162,24,"J-10",69322,1,130.7,NA,2,NA,NA,NA,1588,NA,NA,"2015",2.11627558758054,3.20085049809108,4.87290462063018,7.37023064180708,0.000608515529734794,"NS"
"3027",-2837,200701,89,41,"F-07",69322,1,130.7,NA,2,NA,NA,NA,1842,NA,NA,"2007",2.11627558758054,3.26528962586083,4.87290462063018,7.51860721681525,6.44080599198583e-05,"NS"
"3028",-9831,201301,162,27,"C-09",69322,1,130.7,NA,2,NA,NA,NA,1984,41.1,NA,"2013",2.11627558758054,3.29754166781816,4.87290462063018,7.59287028784482,0.00059480998247756,"NS"
"3031",-6144,201001,162,25,"J-09",69322,1,130.8,NA,2,NA,NA,NA,1722,NA,NA,"2010",2.11660774398825,3.23603314711764,4.8736694390231,7.45124168498768,5.41021382499313e-05,"NS"
"3035",-13952,201501,94,25,"E-09",69322,1,130.9,NA,2,NA,NA,NA,1802,NA,NA,"2015",2.11693964655076,3.25575478664304,4.87443367291585,7.49665243816828,4.5733866611779e-06,"NS"
"3041",-2904,200701,88,46,"G-08",69322,1,131,NA,2,NA,NA,NA,1588,39.1,NA,"2007",2.11727129565576,3.20085049809108,4.87519732320115,7.37023064180708,0.000694565743517078,"NS"
"3042",1010929,200001,88,39,"F-09",69322,1,131,NA,2,NA,NA,NA,1760,NA,NA,"2000",2.11727129565576,3.24551266781415,4.87519732320115,7.4730690880322,1.29939774863201e-05,"NS"
"3044",-7582,201101,162,18,"H-12",69322,1,131,NA,2,NA,NA,NA,1852,NA,NA,"2011",2.11727129565576,3.26764098234592,4.87519732320115,7.52402141520612,5.87820760149392e-05,"NS"
"3046",1010705,200001,89,29,"D-09",69322,1,131,NA,2,NA,NA,NA,1906,NA,NA,"2000",2.11727129565576,3.28012289630231,4.87519732320115,7.55276208421415,0.000196699269362411,"NS"
"3059",-5707,200901,88,214,"D-10",69322,1,131.3,NA,2,NA,NA,NA,1884,NA,NA,"2009",2.11826472608948,3.27508089845686,4.87748478130875,7.54115245513631,9.82408769605631e-05,"NS"
"3060",-2887,200701,88,29,"J-12",69322,1,131.3,NA,2,NA,NA,NA,1932,46.9,NA,"2007",2.11826472608948,3.28600712207947,4.87748478130875,7.56631101477246,0.000240235512754021,"NS"
"3064",-7516,201101,89,25,"H-09",69322,1,131.4,NA,2,NA,NA,NA,1752,NA,NA,"2011",2.11859536522376,3.24353410183206,4.87824610605051,7.46851327149634,4.57047321838066e-05,"NS"
"3065",-8490,201201,162,19,"G-11",69322,1,131.4,NA,2,NA,NA,NA,1846,NA,NA,"2012",2.11859536522376,3.26623169668989,4.87824610605051,7.5207764150628,2.36487920107235e-05,"NS"
"3066",-6386,201001,89,27,"C-08",69322,1,131.4,NA,2,NA,NA,NA,1898,NA,NA,"2010",2.11859536522376,3.27829620809127,4.87824610605051,7.54855597916987,0.000121910025567142,"NS"
"3067",-11689,200601,88,201,"H-12",69322,1,131.4,NA,2,NA,NA,NA,1952,41.3,NA,"2006",2.11859536522376,3.29047981333067,4.87824610605051,7.57660976697304,0.000298617778051883,"NS"
"3072",-13933,201501,162,15,"E-11",69322,1,131.5,NA,2,NA,NA,NA,1696,NA,NA,"2015",2.11892575282578,3.22942584792069,4.87900685161782,7.43602781635185,0.000211257766041772,"NS"
"3073",-8490,201201,162,19,"G-11",69322,1,131.5,NA,2,NA,NA,NA,1818,NA,NA,"2012",2.11892575282578,3.25959387888595,4.87900685161782,7.50549227473742,8.74582488177136e-07,"NS"
"3074",-9877,201301,89,16,"H-11",69322,1,131.5,NA,2,NA,NA,NA,1926,NA,NA,"2013",2.11892575282578,3.28465628278852,4.87900685161782,7.56320059235807,0.000190080563627543,"NS"
"3075",-6367,201001,89,8,"I-14",69322,1,131.5,NA,2,NA,NA,NA,1970,NA,NA,"2010",2.11892575282578,3.29446622616159,4.87900685161782,7.58578882173203,0.000354095416599073,"NS"
"3076",-14031,201501,162,43,"K-07",69322,1,131.5,NA,2,NA,NA,NA,2022,NA,NA,"2015",2.11892575282578,3.30578115125498,4.87900685161782,7.61184239958042,0.000606125541029106,"NS"
"3082",-9869,201301,89,8,"I-13",69322,1,131.6,NA,2,NA,NA,NA,1836,NA,NA,"2013",2.11925588927794,3.26387267686522,4.87976701889122,7.51534457118044,6.77402746533596e-06,"NS"
"3083",-5700,200901,88,207,"G-12",69322,1,131.6,NA,2,NA,NA,NA,1962,NA,NA,"2009",2.11925588927794,3.29269900304393,4.87976701889122,7.58171964012531,0.00030291495463152,"NS"
"3085",-18742,201901,94,22,"I-11",69322,1,131.6,NA,2,NA,NA,NA,2042,NA,NA,"2019",2.11925588927794,3.31005573775089,4.87976701889122,7.62168499872461,0.000692573789169634,"NS"
"3094",-9372,201201,162,228,"G-12",69322,1,131.7,NA,2,NA,NA,NA,1830,NA,NA,"2012",2.11958577496178,3.26245108973043,4.88052660874924,7.51207124583547,1.80665421081478e-06,"NS"
"3097",-11275,200601,134,23,"H-09",69322,1,131.8,NA,2,NA,NA,NA,1506,NA,NA,"2006",2.11991541025799,3.17782497186468,4.88128562206841,7.31721240835984,0.00182812630151513,"NS"
"3099",-18731,201901,94,11,"I-13",69322,1,131.8,NA,2,NA,NA,NA,1866,NA,NA,"2019",2.11991541025799,3.27091163941048,4.88128562206841,7.53155238140729,2.67342937481044e-05,"NS"
"3103",-6130,201001,162,11,"H-13",69322,1,131.9,NA,2,NA,NA,NA,1694,NA,NA,"2010",2.12024479554637,3.22891340599469,4.88204405972327,7.434847875212,0.000289235384690151,"NS"
